,Name,Salary,Pos,RW_Proj,ETRProj,Ceiling,Value,Value_adj,BaseMix,CeilAdj,PosBump,NewProj,ID,Name + ID,TeamAbbrev,Position,Game Info,Unnamed: 0,Team,OPP,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,DK_Base,Prob_DD,Prob_TD,DK_Bonus,ETR MP,Own,CeilZ,LastUpdate
40,Kel'el Ware,5100.0,C,28.408813148212143,25.2,32.7,-1.2,-1.13,25.520881314821214,0.26660935901369615,0.012106827441049012,25.8,40600128.0,Kel'el Ware (40600128),MIA,C,MIA@SAS 10/30/2025 08:30PM ET,127.0,MIA,SAS,25.0,12.90074,8.37418,1.25018,0.77479,0.70955,1.06289,5.18018,9.6623,53.6,0.84378,2.30099,36.7,1.69661,2.19163,77.4,1.71675,6.65743,28.10286,0.20325565438517504,0.0003565555447940403,0.3059531482121447,24.5,8.7%,0.4443489316894936,2025-10-30 18:30:42
41,Bobby Portis,5100.0,F,23.46050164971795,21.8,29.6,-4.6,-4.73,21.966050164971797,-0.15250271651493358,0.03454526612616852,21.85,40600130.0,Bobby Portis (40600130),MIL,PF/C,GSW@MIL 10/30/2025 08:00PM ET,94.0,MIL,GSW,20.0,10.87514,6.24121,1.67776,0.68871,0.35247,0.89246,4.32819,8.49827,50.9,1.07972,2.8387,38.0,1.13904,1.3706,83.1,1.68927,4.55194,23.3692825,0.060488076576258785,0.00016234495118770377,0.09121914971795128,20.0,3.0%,-0.254171194191556,2025-10-30 18:30:42
42,Al Horford,5200.0,C,17.40284519821383,18.0,25.0,-8.8,-8.66,17.940284519821383,-0.7744109576219325,-0.008071218294032673,17.16,40600134.0,Al Horford (40600134),GSW,PF/C,GSW@MIL 10/30/2025 08:00PM ET,52.0,GSW,MIL,21.0,6.21035,5.38888,1.47198,0.53051,0.47742,0.79684,2.26391,4.88169,46.4,1.21038,2.95366,41.0,0.47215,0.64335,73.4,1.34292,4.04597,17.37705,0.017123455678366418,3.6671565426281725e-05,0.025795198213828474,22.0,0.0%,-1.2906849293698874,2025-10-30 18:30:42
43,Ajay Mitchell,5000.0,G,24.019482495408436,27.2,35.3,1.2,1.18,26.88194824954084,0.6181227126828684,-0.03761927603764016,27.46,40600138.0,Ajay Mitchell (40600138),OKC,PG,WAS@OKC 10/30/2025 08:00PM ET,83.0,OKC,WAS,23.0,13.04804,3.63754,2.62553,1.17433,0.21745,1.79508,4.69263,10.44014,44.9,1.14967,3.7825,30.4,2.51312,2.90881,86.4,0.89443,2.74312,23.994115,0.01674714209373382,8.226075594469988e-05,0.025367495408434828,24.5,20.3%,1.0302045211381141,2025-10-30 18:30:42
44,Kon Knueppel,5100.0,F,25.834090184875258,23.2,30.3,-3.2,-3.27,23.463409018487525,-0.057864505911694765,0.06909053225233704,23.47,40600141.0,Kon Knueppel (40600141),CHA,SG/SF,ORL@CHA 10/30/2025 07:00PM ET,71.0,CHA,ORL,30.0,13.23224,5.2303,2.5105,0.9592,0.21568,2.19598,4.5029,9.37954,48.0,1.95883,4.75955,41.2,2.2676,2.6751,84.8,1.21551,4.01479,25.76705,0.04419893805752724,0.00024725926298890566,0.06704018487525758,30.5,12.7%,-0.09644084318615795,2025-10-30 18:30:42
45,Keldon Johnson,4900.0,F,25.83399260844726,22.1,28.9,-3.5,-3.56,22.473399260844726,-0.24714092711817293,0.04145431935140223,22.27,40600146.0,Keldon Johnson (40600146),SAS,SF/PF,MIA@SAS 10/30/2025 08:30PM ET,63.0,SAS,MIA,26.0,13.33377,5.64179,2.26133,0.79289,0.21552,1.37264,4.65938,9.59146,48.6,1.28183,3.47425,36.9,2.73317,3.64182,75.0,1.19211,4.44967,25.7494175,0.05586906778457239,0.00025716892346767565,0.0845751084472616,23.5,6.7%,-0.4119015451969549,2025-10-30 18:30:42
46,Jeremy Sochan,5000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600150.0,Jeremy Sochan (40600150),SAS,PF,MIA@SAS 10/30/2025 08:30PM ET,114.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
47,Luguentz Dort,4900.0,F,26.32462694303997,22.4,29.5,-3.2,-3.24,22.792462694303996,-0.16602246088682507,0.05527242580186962,22.68,40600153.0,Luguentz Dort (40600153),OKC,SG,WAS@OKC 10/30/2025 08:00PM ET,36.0,OKC,WAS,34.0,11.90969,6.12504,1.90888,1.08787,0.53266,1.18877,4.12016,10.36745,39.7,2.30425,6.70182,34.4,1.36512,1.69545,80.5,0.91813,5.20691,26.228110000000004,0.06391518054446915,0.0002147240744211322,0.09651694303996712,30.5,5.3%,-0.2767041014780418,2025-10-30 18:30:42
48,Cole Anthony,4800.0,G,20.141295930927303,24.7,32.9,-0.5,-0.27,24.24412959309273,0.29364884775747807,-0.0235120475235251,24.51,40600156.0,Cole Anthony (40600156),MIL,PG/SG,GSW@MIL 10/30/2025 08:00PM ET,5.0,MIL,GSW,20.0,9.54571,3.36982,2.89716,0.76861,0.38981,1.59763,3.49045,7.58744,46.0,1.00667,3.08902,32.6,1.55815,1.77051,88.0,0.35668,3.01314,20.125085000000002,0.010693309285965591,5.698899945111021e-05,0.01621093092730172,23.0,26.5%,0.4894147462624635,2025-10-30 18:30:42
49,Cason Wallace,4800.0,G,23.28315995297915,23.7,31.3,-1.5,-1.57,23.658315995297915,0.07733293780721799,-0.01410722851411506,23.72,40600160.0,Cason Wallace (40600160),OKC,PG/SG,WAS@OKC 10/30/2025 08:00PM ET,126.0,OKC,WAS,27.0,10.4138,4.15822,2.32632,1.46515,0.55073,1.14567,3.96243,8.5441,46.4,1.39644,3.97894,35.1,1.0925,1.26385,86.4,0.67758,3.48063,23.258199999999995,0.01649691922197741,7.152471539605652e-05,0.024959952979154286,27.5,16.7%,0.12888822967869665,2025-10-30 18:30:42
50,Tre Johnson,4800.0,G,22.3625993119433,21.4,28.5,-3.8,-3.8,21.496259931194327,-0.30121990460573783,-0.00470240950470502,21.19,40600164.0,Tre Johnson (40600164),WAS,PG/SG,WAS@OKC 10/30/2025 08:00PM ET,65.0,WAS,OKC,27.0,13.45428,3.12201,1.95719,0.84728,0.27619,2.00708,4.54741,11.04037,41.2,1.62151,4.58265,35.4,2.73795,3.33305,82.1,0.831,2.29101,22.346732499999998,0.010520272317069382,2.8801155899297795e-05,0.015866811943301966,25.5,4.9%,-0.5020331743428964,2025-10-30 18:30:42
51,Buddy Hield,4800.0,G,13.869018367908156,14.3,21.8,-10.9,-10.9,14.256901836790817,-1.207042777522453,0.03761927603764016,13.09,40600168.0,Buddy Hield (40600168),GSW,SG/SF,GSW@MIL 10/30/2025 08:00PM ET,50.0,GSW,MIL,16.0,7.53643,2.26302,1.32353,0.49384,0.13771,1.00296,2.71435,6.0535,44.8,1.50673,3.81871,39.5,0.601,0.73753,81.5,0.53216,1.73086,13.865485,0.002349120578154335,3.229013641480742e-06,0.0035333679081559445,15.5,0.0%,-2.011737962537422,2025-10-30 18:30:42
52,Harrison Barnes,4700.0,F,23.61710874586984,19.4,25.8,-5.4,-5.4,19.821710874586984,-0.6662530026468022,0.0207271596757011,19.18,40600173.0,Harrison Barnes (40600173),SAS,PF,MIA@SAS 10/30/2025 08:30PM ET,10.0,SAS,MIA,30.0,13.51572,4.94725,1.34691,0.7067,0.19148,1.39984,4.2892,9.14962,46.9,1.49649,4.01809,37.2,3.44083,4.27461,80.5,1.26887,3.67839,23.564832500000005,0.03472055457669054,6.513800159975903e-05,0.05227624586983509,28.0,1.3%,-1.1104216710780037,2025-10-30 18:30:42
53,Bub Carrington,4600.0,G,26.45246232368489,20.3,27.8,-4.1,-4.09,20.915246232368492,-0.3958581152089766,0.00470240950470502,20.52,40600176.0,Bub Carrington (40600176),WAS,PG,WAS@OKC 10/30/2025 08:00PM ET,21.0,WAS,OKC,29.0,10.75516,6.0961,4.11214,0.83677,0.17338,1.85226,4.11005,9.87106,41.6,1.4141,4.25487,33.2,1.12095,1.52679,73.4,1.01545,5.08065,26.344714999999997,0.06919172792264516,0.0013199106003091937,0.10774732368489533,26.0,2.4%,-0.6597635253482944,2025-10-30 18:30:42
54,Gary Trent Jr.,4500.0,G,20.69415212325527,21.3,28.2,-2.7,-2.75,21.23941521232553,0.5375802454044697,-0.0,21.78,40600179.0,Gary Trent Jr. (40600179),MIL,SF,GSW@MIL 10/30/2025 08:00PM ET,120.0,MIL,GSW,28.0,11.13836,2.7115,1.82899,1.2149,0.24044,0.95666,3.90767,8.89704,43.9,1.96239,5.34432,36.7,1.36064,1.60293,84.9,0.42443,2.28707,20.684765,0.0062300065017330385,1.4037834224947125e-05,0.009387123255274398,28.0,6.2%,0.8959670756741162,2025-10-30 18:30:42
55,Julian Champagnie,4500.0,F,23.794273205713953,21.3,28.2,-2.7,-2.76,21.549427320571397,0.5375802454044697,0.02763621290093481,22.11,40600182.0,Julian Champagnie (40600182),SAS,SG/SF,MIA@SAS 10/30/2025 08:30PM ET,26.0,SAS,MIA,27.0,10.18946,5.73235,2.13958,1.02903,0.47086,1.62525,3.33212,7.59425,43.9,1.9578,5.1728,37.8,1.56742,1.87505,83.6,1.38822,4.34414,23.7303225,0.042284936688880025,0.00017443356021101794,0.06395070571395309,27.5,13.7%,0.8959670756741162,2025-10-30 18:30:42
56,Ryan Kalkbrenner,4500.0,C,26.378820066260097,23.5,30.8,-0.5,-0.59,23.78788200662601,0.9384875470620407,0.008071218294032673,24.73,40600187.0,Ryan Kalkbrenner (40600187),CHA,C,ORL@CHA 10/30/2025 07:00PM ET,69.0,CHA,ORL,26.0,10.95338,8.08712,1.21314,0.53081,1.37903,1.50821,4.19954,6.78696,61.9,0.41442,1.14456,36.2,2.13989,3.07408,69.6,2.32385,5.76327,26.154775000000004,0.14886186152012906,0.00025075799329969656,0.22404506626009268,27.0,16.3%,1.564145911770068,2025-10-30 18:30:42
57,Luke Kornet,4500.0,C,6.181736613850029e-05,,,,,,0.0,,,40600189.0,Luke Kornet (40600189),SAS,C,MIA@SAS 10/30/2025 08:30PM ET,72.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
58,Alex Caruso,4700.0,G,21.393172000802494,20.4,28.3,-4.4,-4.38,20.49931720008025,-0.3282593933495203,0.00940481900941004,20.18,40600191.0,Alex Caruso (40600191),OKC,SG/SF,WAS@OKC 10/30/2025 08:00PM ET,23.0,OKC,WAS,23.0,8.02612,4.00205,2.82464,1.40925,0.57307,1.18554,2.69116,6.50371,41.4,1.47562,4.32176,34.1,1.16818,1.42477,82.0,0.71912,3.28292,21.375322499999996,0.011757889933383376,7.088863414076613e-05,0.01784950080249736,20.0,2.5%,-0.5470989889158672,2025-10-30 18:30:42
59,Grant Williams,4400.0,F,6.181736613850029e-05,,,,,,0.0,,,40600196.0,Grant Williams (40600196),CHA,PF/C,ORL@CHA 10/30/2025 07:00PM ET,134.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
60,Kelly Olynyk,4300.0,C,6.181736613850029e-05,,,,,,0.0,,,40600200.0,Kelly Olynyk (40600200),SAS,C,MIA@SAS 10/30/2025 08:30PM ET,87.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
61,Nikola Jovic,4300.0,F,25.16974787580359,22.8,30.2,-0.4,-0.46,23.03697478758036,0.845970477448755,0.06218147902710333,23.95,40600202.0,Nikola Jovic (40600202),MIA,PF/C,MIA@SAS 10/30/2025 08:30PM ET,68.0,MIA,SAS,25.0,13.00721,4.37763,2.93723,0.7506,0.213,1.43979,4.30339,9.34083,46.1,2.0702,5.01688,41.3,2.33022,2.85677,81.6,1.05064,3.32699,25.127497499999997,0.02777581497621103,0.00019555111309209415,0.042250375803592824,24.0,32.9%,1.409950795747925,2025-10-30 18:30:42
62,Moses Moody,4300.0,F,18.96440417710964,15.9,22.8,-7.3,-7.33,16.20644041771096,-0.2950733811151003,-0.013818106450467405,15.9,40600206.0,Moses Moody (40600206),GSW,SG/SF,GSW@MIL 10/30/2025 08:00PM ET,85.0,GSW,MIL,21.0,10.09256,3.40461,1.3243,0.87057,0.30799,1.01447,3.5635,7.59065,46.9,1.53523,4.06739,37.7,1.43032,1.9219,74.4,0.83114,2.57348,18.9522725,0.008060731740738954,1.3526499510926268e-05,0.01213167710964121,20.0,0.3%,-0.4917889685251671,2025-10-30 18:30:42
63,Anthony Black,4300.0,G,24.95816876903829,24.1,32.0,0.9,0.85,24.18581687690383,1.1235216862886117,-0.01880963801882008,25.29,40600211.0,Anthony Black (40600211),ORL,PG/SG,ORL@CHA 10/30/2025 07:00PM ET,14.0,ORL,CHA,27.0,12.31987,3.61281,3.28172,1.12337,0.7545,2.28597,4.13537,9.16205,45.1,1.1155,3.23293,34.5,2.93364,3.8336,76.5,0.82281,2.79,24.9289675,0.019195774529131484,0.0001358690815321402,0.029201269038293644,28.0,45.0%,1.872536143814353,2025-10-30 18:30:42
64,Jaylin Williams,4300.0,C,20.83376171404107,19.1,27.1,-4.1,-4.24,19.273376171404106,0.3679656177801131,0.0,19.64,40600215.0,Jaylin Williams (40600215),OKC,C,WAS@OKC 10/30/2025 08:00PM ET,136.0,OKC,WAS,17.0,6.40885,7.04993,2.21868,0.40855,0.69568,0.98254,2.25411,5.25666,42.9,0.99296,3.02906,32.8,0.90768,1.18295,76.7,1.89243,5.1575,20.762952499999997,0.046781758852177294,0.00021219192093572067,0.07080921404107311,17.5,2.3%,0.6132760296335219,2025-10-30 18:30:42
65,Moritz Wagner,4200.0,C,6.181736613850029e-05,,,,,,0.0,,,40600217.0,Moritz Wagner (40600217),ORL,C,ORL@CHA 10/30/2025 07:00PM ET,125.0,ORL,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
66,Moussa Diabate,4200.0,C,21.32098507242794,19.4,27.0,-3.4,-3.36,19.592098507242792,0.35254610617789867,0.004035609147016341,19.95,40600219.0,Moussa Diabate (40600219),CHA,C,ORL@CHA 10/30/2025 07:00PM ET,34.0,CHA,ORL,20.0,7.33361,8.02688,1.03842,0.75597,0.61864,1.06975,2.71682,4.50179,60.3,0.10886,0.31134,35.0,1.7911,2.79576,64.1,2.5874,5.43948,21.193614999999998,0.08467728505437415,0.0001180482821275399,0.12737007242794385,20.0,3.3%,0.5875768436298311,2025-10-30 18:30:42
67,Pelle Larsson,4000.0,F,21.59216925151862,18.0,25.5,-4.0,-4.07,18.359216925151863,0.1212534321446847,0.013818106450467422,18.49,40600221.0,Pelle Larsson (40600221),MIA,SG/SF,MIA@SAS 10/30/2025 08:30PM ET,75.0,MIA,SAS,30.0,7.92306,5.78217,3.37449,1.13057,0.11987,3.11767,2.96082,7.49052,39.5,0.76735,3.11251,24.7,1.23407,1.70411,72.4,2.20511,3.57706,21.538227500000005,0.03516878736316205,0.0003961901579569504,0.053941751518613926,24.0,10.1%,0.20208905357447451,2025-10-30 18:30:42
68,AJ Green,4000.0,G,18.47789748497585,16.2,22.5,-5.8,-5.77,16.42778974849758,-0.34133191592174317,0.0235120475235251,16.11,40600226.0,AJ Green (40600226),MIL,SG,GSW@MIL 10/30/2025 08:00PM ET,43.0,MIL,GSW,27.0,8.97693,3.0914,2.1276,0.67395,0.23143,0.9161,3.04396,7.06243,43.1,2.16552,5.58681,38.8,0.72348,0.83232,86.9,0.4731,2.6183,18.468049999999998,0.00652502046383744,1.9984760031404457e-05,0.009847484975850373,25.5,1.2%,-0.5688865265362386,2025-10-30 18:30:42
69,Tre Mann,3800.0,G,23.04917795091341,20.1,27.9,-1.1,-1.14,20.39491779509134,0.4913217105978268,0.01410722851411506,20.9,40600229.0,Tre Mann (40600229),CHA,PG/SG,ORL@CHA 10/30/2025 07:00PM ET,76.0,CHA,ORL,22.0,11.0778,3.56854,3.3334,0.96002,0.1518,1.07021,4.00183,8.92201,44.9,1.59281,3.98862,39.9,1.48132,1.92437,77.0,0.57636,2.99218,23.023515,0.016868160504363027,0.00012023671895506281,0.025662950913409727,21.5,21.5%,0.8188695176630447,2025-10-30 18:30:42
70,Cam Whitmore,3600.0,F,12.535553608590178,13.8,21.4,-6.6,-6.62,13.673555360859018,-0.5109465435461003,-0.02763621290093481,13.13,40600233.0,Cam Whitmore (40600233),WAS,SF/PF,WAS@OKC 10/30/2025 08:00PM ET,131.0,WAS,OKC,11.0,6.71358,2.6617,0.69267,0.45179,0.22314,0.62613,2.35701,5.26921,44.7,0.8309,2.3594,35.2,1.16867,1.62114,72.1,0.50659,2.15511,12.531955,0.0023950266176263513,2.0228879124826994e-06,0.003598608590176975,14.0,3.7%,-0.8515775725768338,2025-10-30 18:30:42
71,Quinten Post,4200.0,C,19.894446040106722,15.2,22.2,-7.6,-7.56,15.66944460401067,-0.3875904507283861,-0.012106827441049012,15.27,40600237.0,Quinten Post (40600237),GSW,C,GSW@MIL 10/30/2025 08:00PM ET,95.0,GSW,MIL,19.0,9.24154,5.14343,1.356,0.47748,0.47218,1.11012,3.27294,7.1271,45.9,1.6163,4.03467,40.1,1.07936,1.42076,76.0,1.8815,3.26193,19.8572375,0.02471177510011294,4.695915218371957e-05,0.03720854010672057,17.0,0.0%,-0.6459840845473102,2025-10-30 18:30:42
72,Tristan da Silva,3700.0,F,14.060237027364453,16.1,23.0,-4.7,-4.6,15.896023702736446,-0.26423435791067185,-0.020727159675701115,15.61,40600239.0,Tristan da Silva (40600239),ORL,SF/PF,ORL@CHA 10/30/2025 07:00PM ET,33.0,ORL,CHA,18.0,6.62135,3.34933,1.27535,0.30732,0.32584,0.87066,2.21807,5.23164,42.4,1.00329,2.78735,36.0,1.18193,1.40105,84.4,0.60922,2.74011,14.0536725,0.004362476050158019,6.937763072087281e-06,0.00656452736445329,20.0,4.3%,-0.44039059651778645,2025-10-30 18:30:42
73,Simone Fontecchio,3700.0,F,15.918493033205422,17.2,24.1,-3.6,-3.45,17.07184930332054,-0.09461973028631475,0.0,16.98,40600243.0,Simone Fontecchio (40600243),MIA,SF/PF,MIA@SAS 10/30/2025 08:30PM ET,37.0,MIA,SAS,19.0,8.87545,3.00357,1.15925,0.51918,0.11704,0.93913,2.94384,6.58091,44.7,1.47895,3.64555,40.6,1.50882,1.78472,84.5,0.67522,2.32835,15.911137500000002,0.004890236323681049,6.726239965848328e-06,0.007355533205419118,20.5,4.5%,-0.15769955047719125,2025-10-30 18:30:42
74,Isaiah Joe,3700.0,G,14.004071468610094,15.4,22.6,-5.4,-5.23,15.26040714686101,-0.32591240431952867,0.02821445702823012,14.96,40600247.0,Isaiah Joe (40600247),OKC,SG,WAS@OKC 10/30/2025 08:00PM ET,61.0,OKC,WAS,16.0,7.53489,2.49476,1.13679,0.42171,0.13099,0.55354,2.55264,6.19299,41.2,1.62587,4.52511,35.9,0.80374,0.91966,87.4,0.21911,2.27566,14.000089999999998,0.002647719395545049,3.2965055926805906e-06,0.003981468610095616,17.5,1.1%,-0.5431873405325478,2025-10-30 18:30:42
75,Sion James,3700.0,G,14.759722689164283,10.8,17.5,-10.0,-10.02,11.195972268916428,-1.1123074960324562,0.04232168554234518,10.13,40600250.0,Sion James (40600250),CHA,PG,ORL@CHA 10/30/2025 07:00PM ET,59.0,CHA,ORL,20.0,6.2223,2.85316,1.74121,0.79537,0.30562,0.54804,2.15956,4.48107,48.2,0.85311,2.20904,38.6,1.05007,1.31757,79.7,0.93534,1.91783,14.755080000000001,0.003081687551204634,6.719279158025891e-06,0.004642689164281029,18.0,0.0%,-1.8538458267207605,2025-10-30 18:30:42
76,Dru Smith,3600.0,G,20.009279160010458,14.1,21.3,-6.3,-6.35,14.690927916001044,-0.5263660551483141,0.03291686653293514,14.2,40600253.0,Dru Smith (40600253),MIA,PG/SG,MIA@SAS 10/30/2025 08:30PM ET,113.0,MIA,SAS,18.0,8.0703,2.86791,3.06189,1.64584,0.21949,1.72977,2.12758,4.59622,46.3,1.76908,4.40196,40.2,2.04605,2.13292,95.9,1.18106,1.68685,19.9983375,0.007226839699526352,3.3800153722344114e-05,0.010941660010456562,18.0,4.1%,-0.8772767585805237,2025-10-30 18:30:42
77,Corey Kispert,3800.0,F,14.19842981570465,13.2,19.9,-8.0,-7.99,13.299842981570464,-0.7422392175793142,-0.03454526612616852,12.52,40600257.0,Corey Kispert (40600257),WAS,SG,WAS@OKC 10/30/2025 08:00PM ET,70.0,WAS,OKC,18.0,8.00883,2.68247,1.06528,0.38999,0.19596,1.02432,2.79836,5.87538,47.6,1.14787,3.07042,37.4,1.26424,1.5863,79.7,0.7687,1.91377,14.193512500000002,0.003270315325473863,3.947572145224417e-06,0.004917315704646468,18.5,0.0%,-1.2370653626321904,2025-10-30 18:30:42
78,Goga Bitadze,3500.0,C,17.10634356799836,18.5,26.0,-1.5,-1.49,18.360634356799835,0.19835099015575602,-0.0040356091470163365,18.55,40600260.0,Goga Bitadze (40600260),ORL,C,ORL@CHA 10/30/2025 07:00PM ET,12.0,ORL,CHA,16.0,7.61974,4.57554,1.07234,0.39374,0.84424,1.19077,2.7685,5.21728,53.1,0.5178,1.74136,29.7,1.56494,2.37463,65.9,2.05606,2.51948,17.08715,0.012760060618198924,1.7825690353161457e-05,0.01919356799835787,17.0,9.4%,0.3305849835929267,2025-10-30 18:30:42
79,Taurean Prince,3500.0,F,15.81255544508859,12.6,19.3,-7.4,-7.47,12.921255544508858,-0.8347562871925995,-0.041454319351402216,12.05,40600262.0,Taurean Prince (40600262),MIL,SF/PF,GSW@MIL 10/30/2025 08:00PM ET,97.0,MIL,GSW,23.0,7.33041,3.00108,1.61727,0.79187,0.2514,0.94652,2.60202,5.60354,46.4,1.37086,3.43492,39.9,0.75551,0.90069,83.9,0.47721,2.52387,15.806375000000001,0.004103523290693588,8.386717516319572e-06,0.0061804450885893395,20.0,0.2%,-1.3912604786543326,2025-10-30 18:30:42
80,Josh Green,3500.0,F,6.181736613850029e-05,,,,,,0.0,,,40600266.0,Josh Green (40600266),CHA,SG/SF,ORL@CHA 10/30/2025 07:00PM ET,45.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
81,Will Richard,3300.0,G,9.25365993241676,6.2,13.1,-13.0,-12.92,6.505365993241677,0.23278019711791192,0.05642891405646024,6.79,40600271.0,Will Richard (40600271),GSW,PG/SG,GSW@MIL 10/30/2025 08:00PM ET,99.0,GSW,MIL,8.0,3.69662,1.70657,1.05951,0.92056,0.04406,0.73534,1.25157,2.79596,44.8,0.54408,1.54033,35.3,0.64941,0.86538,75.0,0.7386,0.96797,9.2527075,0.0006337498920661448,6.025262202757114e-07,0.0009524324167600442,8.5,0.0%,0.3879669951965199,2025-10-30 18:30:42
82,Tyus Jones,3600.0,G,18.28085549673985,17.1,24.2,-3.3,-3.14,17.218085549673987,-0.0792002186841008,0.01880963801882008,17.16,40600275.0,Tyus Jones (40600275),ORL,PG,ORL@CHA 10/30/2025 07:00PM ET,66.0,ORL,CHA,21.0,7.92297,2.62376,3.63449,0.69229,0.03549,0.72525,2.98418,6.86942,43.4,1.04028,2.82623,36.8,0.91433,1.17649,77.7,0.29574,2.32801,18.26748,0.008830956619610399,4.302060347860621e-05,0.013375496739851417,20.0,2.7%,-0.13200036447350136,2025-10-30 18:30:42
83,Bismack Biyombo,3300.0,C,17.042540585853732,10.0,16.9,-9.2,-9.22,10.704254058585374,0.849366885462408,-0.020178045735081685,11.53,40600278.0,Bismack Biyombo (40600278),SAS,C,MIA@SAS 10/30/2025 08:30PM ET,13.0,SAS,MIA,15.0,6.59696,6.05799,0.74939,0.38036,0.7028,0.94921,2.5709,4.33136,59.4,0.03244,0.15005,21.6,1.42273,2.52151,56.4,2.54088,3.51711,17.0014675,0.02732695277630831,2.755222975595588e-05,0.04107308585373033,13.0,0.0%,1.4156114757706801,2025-10-30 18:30:42
84,Tidjane Salaun,3300.0,F,14.324968993879208,11.0,17.8,-8.2,-8.26,11.332496899387921,0.9954005748071575,-0.04836337257663593,12.28,40600280.0,Tidjane Salaun (40600280),CHA,SF/PF,ORL@CHA 10/30/2025 07:00PM ET,106.0,CHA,ORL,16.0,6.11296,4.25396,1.03458,0.45418,0.20732,0.84166,2.07165,4.90994,42.2,0.85827,2.45523,35.0,1.11138,1.56682,70.9,0.74979,3.50417,14.313585,0.007569232200190104,1.004852630803708e-05,0.011383993879209266,14.5,0.1%,1.6590009580119291,2025-10-30 18:30:42
85,Kasparas Jakucionis,3300.0,G,6.181736613850029e-05,,,,,,0.0,,,40600284.0,Kasparas Jakucionis (40600284),MIA,PG/SG,MIA@SAS 10/30/2025 08:30PM ET,58.0,MIA,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
86,KJ Simpson,3200.0,G,6.181736613850029e-05,,,,,,0.0,,,40600288.0,KJ Simpson (40600288),CHA,PG,ORL@CHA 10/30/2025 07:00PM ET,111.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
87,Marvin Bagley III,3200.0,C,10.868427813087301,12.1,19.3,-6.7,-6.73,11.97684278130873,1.2387900570484058,-0.01614243658806535,13.2,40600291.0,Marvin Bagley III (40600291),WAS,C,WAS@OKC 10/30/2025 08:00PM ET,6.0,WAS,OKC,10.0,4.6758,3.92124,0.34455,0.2346,0.19215,0.38706,1.90045,3.63558,52.3,0.21613,0.71181,30.4,0.65877,0.95271,69.1,1.46569,2.45554,10.86221,0.004140046819240726,2.580952813646582e-06,0.006217813087302029,13.5,0.1%,2.0646500950806765,2025-10-30 18:30:42
88,Jordan McLaughlin,3200.0,G,10.209967622694517,9.1,16.0,-9.7,-9.66,9.21099676226945,0.7033331961176592,0.0470240950470502,9.96,40600293.0,Jordan McLaughlin (40600293),SAS,PG,MIA@SAS 10/30/2025 08:30PM ET,78.0,SAS,MIA,11.0,3.40014,1.46581,2.4127,0.67823,0.09993,0.74524,1.22422,2.87146,42.6,0.34635,1.12085,30.9,0.60535,0.7745,78.2,0.39922,1.06659,10.208327500000001,0.001089967051340532,1.7240391680964058e-06,0.001640122694515087,11.5,0.0%,1.172221993529432,2025-10-30 18:30:42
