,player_id,team,opp,pos,name,fpts,proj_own,smash,opto_pct,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
609,880151,LV,WAS,WR,Jakobi Meyers,17.76,20.59,,,,26.3,9.9,0,0,3.81,5600,,982261,880151
610,1384869,SEA,NO,WR,Dareke Young,0.12,1.15,,,,4.5,,0,0,-8.63,3000,,3492252,1384869
611,884013,TEN,IND,WR,Calvin Ridley,11.42,2.31,,,,18.9,5.1,0,0,-1.53,5100,,328705,884013
612,1181832,TB,NYJ,WR,Jaden Smith,,0.0,,,,,,0,0,-8.75,3000,,9484178,1181832
613,875444,DEN,LAC,TE,Adam Trautman,2.41,0.49,,,,6.7,,0,0,-5.74,2700,,1844770,875444
614,733643,MIN,CIN,WR,Adam Thielen,7.78,1.38,,,,14.3,3.2,0,0,-3.57,4300,,18116,733643
615,1060645,DEN,LAC,WR,Thayer Thomas,,0.0,,,,,,0,0,-8.75,3000,,4687975,1060645
616,1062845,MIN,CIN,RB,Xazavian Valladay,,0.0,,,,,,0,0,-10.75,4000,,4773127,1062845
617,1180347,CLE,GB,WR,David Bell,,0.0,,,,,,0,0,-8.75,3000,,3491400,1180347
618,866578,PIT,NE,WR,Scotty Miller,1.06,1.15,,,,5.7,,0,0,-7.69,3000,,982629,866578
619,1172746,GB,CLE,WR,Isaiah Neyor,,0.0,,,,,,0,0,-8.75,3000,,8268733,1172746
620,1394803,CAR,ATL,RB,Trevor Etienne,0.67,0.73,,,,5.5,,0,0,-10.08,4000,,8228396,1394803
621,837824,CIN,MIN,TE,Drew Sample,1.57,0.44,,,,5.6,,0,0,-6.18,2500,,981992,837824
622,866149,ARI,SF,TE,Josiah Deguara,,0.0,,,,,,0,0,-7.75,2500,,1844275,866149
623,1161416,SF,ARI,WR,Ricky Pearsall,11.87,2.59,,,,19.6,5.3,0,0,-1.88,5500,,6228520,1161416
624,881670,MIN,CIN,WR,Lucky Jackson,,0.0,,,,,,0,0,-8.75,3000,,4799617,881670
625,1285958,SEA,NO,RB,Robbie Ouzts,0.7,0.0,,,,5.8,,0,0,-10.05,4000,,8228994,1285958
626,911348,IND,TEN,WR,Michael Pittman Jr.,10.72,3.1,,,,17.9,5.2,0,0,-1.83,4900,,1844489,911348
627,1287828,ARI,SF,WR,Marvin Harrison Jr.,13.24,2.87,,,,21.1,6.6,0,0,-0.71,5600,,6227661,1287828
628,1069808,CHI,DAL,RB,D'Andre Swift,13.9,3.08,,,,22.8,6.0,0,0,-0.05,5600,,1844244,1069808
629,1168918,IND,TEN,RB,Tyler Goodson,,0.0,,,,,,0,0,-10.75,4000,,3491514,1168918
630,754412,SF,ARI,WR,Kendrick Bourne,4.7,1.31,,,,10.3,1.1,0,0,-5.05,3500,,37068,754412
631,1170921,HOU,JAX,WR,Josh Kelly,,0.0,,,,,,0,0,-8.75,3000,,8244514,1170921
632,612512,CLE,GB,WR,DeAndre Carter,0.3,1.17,,,,4.4,,0,0,-8.45,3000,,21554,612512
633,830686,SF,ARI,WR,Malik Turner,,0.0,,,,,,0,0,-8.75,3000,,509617,830686
634,820423,DAL,CHI,QB,Will Grier,,0.0,,,,,,0,0,-13.75,4000,,982573,820423
635,976513,DEN,LAC,RB,J.K. Dobbins,11.57,3.37,,,,20.5,3.9,0,0,-2.58,5700,,1844097,976513
636,923911,CIN,MIN,TE,Noah Fant,3.93,1.1,,,,8.5,1.1,0,0,-5.02,3100,,973054,923911
637,866216,CIN,MIN,QB,Brett Rypien,,0.0,,,,,,0,0,-13.75,4000,,982658,866216
638,592195,TB,NYJ,QB,Teddy Bridgewater,,0.0,,,,,,0,0,-14.95,4600,,18114,592195
639,749968,CHI,DAL,TE,Durham Smythe,0.06,0.43,,,,3.7,,0,0,-7.69,2500,,328366,749968
640,975028,DAL,CHI,RB,Malik Davis,,0.0,,,,,,0,0,-10.75,4000,,3515762,975028
641,1172428,GB,CLE,WR,Dontayvion Wicks,8.41,1.72,,,,15.1,3.4,0,0,-1.74,3700,,4687750,1172428
642,1130705,PIT,NE,RB,Kenneth Gainwell,8.93,0.96,,,,16.8,2.6,0,0,-2.82,4500,,2862072,1130705
643,1120915,JAX,HOU,WR,Erik Ezukanma,,0.0,,,,,,0,0,-8.75,3000,,3491600,1120915
644,911239,TB,NYJ,TE,Ko Kieft,0.06,0.58,,,,3.7,,0,0,-7.69,2500,,3492019,911239
645,884553,CHI,DAL,WR,Miles Boykin,,0.0,,,,,,0,0,-8.75,3000,,981968,884553
646,553024,WAS,LV,TE,Tyler Ott,,0.0,,,,,,0,0,-7.75,2500,,-553024,553024
