,Player,Pos,Team,Opp,Sal,Projection,Value,MainSlate,Ceiling100,LastUpdate
228,Chris Moore,WR,BAL,DAL,3100.0,5.0200000000000005,1.6193548387096774,Y,100.0,2026-09-24 07:46:26 AM
229,Jalen Nailor,WR,LV,@NO,3700.0,6.28,1.6972972972972973,Y,100.0,2026-09-24 07:46:26 AM
230,LA DST,DST,LA,@DEN,,6.31,,N,100.0,2026-09-24 07:46:26 AM
231,Kaelon Black,RB,SF,ARI,4800.0,5.969999999999999,1.24375,Y,100.0,2026-09-24 07:46:26 AM
232,IND DST,DST,IND,HOU,,6.029999999999999,,N,100.0,2026-09-24 07:46:26 AM
233,CHI DST,DST,CHI,PHI,,5.58,,N,100.0,2026-09-24 07:46:26 AM
234,Jahan Dotson,WR,ATL,@GB,,5.83,,N,100.0,2026-09-24 07:46:26 AM
235,Michael Mayer,TE,LV,@NO,3300.0,5.11,1.5484848484848486,Y,100.0,2026-09-24 07:46:26 AM
236,Tyquan Thornton,WR,KC,@MIA,3300.0,5.76,1.7454545454545456,Y,100.0,2026-09-24 07:46:26 AM
237,Greg Dulcich,TE,MIA,KC,3000.0,5.79,1.93,Y,100.0,2026-09-24 07:46:26 AM
238,Isaiah Williams,WR,NYJ,@DET,3300.0,5.79,1.7545454545454546,Y,100.0,2026-09-24 07:46:26 AM
239,BAL DST,DST,BAL,DAL,,5.659999999999999,,N,100.0,2026-09-24 07:46:26 AM
240,NE DST,DST,NE,@JAX,,5.43,,N,100.0,2026-09-24 07:46:26 AM
241,WAS DST,DST,WAS,SEA,,5.709999999999999,,N,100.0,2026-09-24 07:46:26 AM
242,Darren Waller,TE,CAR,@CLE,3400.0,5.898,1.734705882352941,Y,100.0,2026-09-24 07:46:26 AM
243,Emmett Johnson,RB,KC,@MIA,4400.0,5.77,1.311363636363636,Y,100.0,2026-09-24 07:46:26 AM
244,DEN DST,DST,DEN,LA,,5.19,,N,100.0,2026-09-24 07:46:26 AM
245,Keaton Mitchell,RB,LAC,@BUF,4300.0,5.37,1.2488372093023257,Y,100.0,2026-09-24 07:46:26 AM
246,ATL DST,DST,ATL,@GB,,5.38,,N,100.0,2026-09-24 07:46:26 AM
247,Jauan Jennings,WR,MIN,@TB,3600.0,5.33,1.4805555555555556,Y,100.0,2026-09-24 07:46:26 AM
248,Christopher Brooks,RB,GB,ATL,,4.9381,,N,100.0,2026-09-24 07:46:26 AM
249,Ted Hurst III,WR,TB,MIN,3000.0,5.08,1.6933333333333334,Y,100.0,2026-09-24 07:46:26 AM
250,Xavier Legette,WR,CAR,@CLE,3500.0,4.88,1.3942857142857144,Y,100.0,2026-09-24 07:46:26 AM
251,Samaje Perine,RB,CIN,@PIT,4100.0,5.18,1.2634146341463417,Y,100.0,2026-09-24 07:46:26 AM
252,Chris Rodriguez,RB,JAX,NE,4600.0,4.76,1.0347826086956522,Y,100.0,2026-09-24 07:46:26 AM
253,Konata Mumpfield,WR,LA,@DEN,,4.3100000000000005,,N,100.0,2026-09-24 07:46:26 AM
254,Braelon Allen,RB,NYJ,@DET,4400.0,5.359999999999999,1.218181818181818,Y,100.0,2026-09-24 07:46:26 AM
255,Brian Robinson,RB,ATL,@GB,,4.691400000000001,,N,100.0,2026-09-24 07:46:26 AM
256,Darnell Mooney,WR,NYG,TEN,4100.0,5.11,1.2463414634146344,Y,100.0,2026-09-24 07:46:26 AM
257,Jared Wayne,WR,HOU,@IND,3100.0,4.619999999999999,1.490322580645161,Y,100.0,2026-09-24 07:46:26 AM
258,Antonio Williams,WR,WAS,SEA,4100.0,4.68,1.1414634146341465,Y,100.0,2026-09-24 07:46:26 AM
259,Isaac TeSlaa,WR,DET,NYJ,3400.0,4.79,1.4088235294117648,Y,100.0,2026-09-24 07:46:26 AM
260,Emanuel Wilson,RB,SEA,@WAS,4900.0,7.399999999999999,1.5102040816326527,Y,100.0,2026-09-24 07:46:26 AM
261,Cooper Kupp,WR,SEA,@WAS,4000.0,4.819999999999999,1.2049999999999998,Y,100.0,2026-09-24 07:46:26 AM
262,LaJohntay Wester,WR,BAL,DAL,3000.0,3.64,1.2133333333333332,Y,100.0,2026-09-24 07:46:26 AM
263,Keon Coleman,WR,BUF,LAC,4300.0,5.109999999999999,1.1883720930232555,Y,100.0,2026-09-24 07:46:26 AM
264,Laquon Treadwell,WR,IND,HOU,3100.0,4.09,1.3193548387096774,Y,100.0,2026-09-24 07:46:26 AM
265,Bryce Lance,WR,NO,LV,3000.0,4.93,1.643333333333333,Y,100.0,2026-09-24 07:46:26 AM
266,DAL DST,DST,DAL,BAL,,4.58,,N,100.0,2026-09-24 07:46:26 AM
267,Ty Johnson,RB,BUF,LAC,4000.0,4.7700000000000005,1.1925,Y,100.0,2026-09-24 07:46:26 AM
268,Jack Bech,WR,LV,@NO,3500.0,4.51,1.2885714285714285,Y,100.0,2026-09-24 07:46:26 AM
269,Kevin Coleman,WR,MIA,KC,3000.0,3.85,1.2833333333333332,Y,100.0,2026-09-24 07:46:26 AM
270,Devin Singletary,RB,NYG,TEN,4200.0,4.239999999999999,1.0095238095238093,Y,100.0,2026-09-24 07:46:26 AM
271,Devontez Walker,WR,BAL,DAL,3500.0,3.87,1.1057142857142856,Y,100.0,2026-09-24 07:46:26 AM
272,Sione Vaki,RB,DET,NYJ,4300.0,3.66,0.8511627906976745,Y,100.0,2026-09-24 07:46:26 AM
273,Elic Ayomanor,WR,TEN,@NYG,3300.0,4.44,1.3454545454545457,Y,100.0,2026-09-24 07:46:26 AM
274,NYJ DST,DST,NYJ,@DET,,4.13,,N,100.0,2026-09-24 07:46:26 AM
275,Xavier Smith,WR,LA,@DEN,,3.52,,N,100.0,2026-09-24 07:46:26 AM
276,Johnny Mundt,TE,PHI,@CHI,,3.34,,N,100.0,2026-09-24 07:46:26 AM
277,Darnell Washington,TE,PIT,CIN,2800.0,3.82,1.3642857142857143,Y,100.0,2026-09-24 07:46:26 AM
278,Cole Kmet,TE,CHI,PHI,,3.93,,N,100.0,2026-09-24 07:46:26 AM
279,George Holani,RB,SEA,@WAS,4500.0,5.579999999999999,1.2399999999999998,Y,100.0,2026-09-24 07:46:26 AM
280,LAC DST,DST,LAC,@BUF,,4.219999999999999,,N,100.0,2026-09-24 07:46:26 AM
281,MIA DST,DST,MIA,KC,,4.36,,N,100.0,2026-09-24 07:46:26 AM
282,Skyy Moore,WR,GB,ATL,,3.62,,N,100.0,2026-09-24 07:46:26 AM
283,ARI DST,DST,ARI,@SF,,3.68,,N,100.0,2026-09-24 07:46:26 AM
284,Dawson Knox,TE,BUF,LAC,2800.0,3.96,1.4142857142857144,Y,100.0,2026-09-24 07:46:26 AM
285,Tommy Tremble,TE,CAR,@CLE,2500.0,3.72,1.488,Y,100.0,2026-09-24 07:46:26 AM
286,Najee Harris,RB,NYG,TEN,4700.0,3.57,0.7595744680851063,Y,100.0,2026-09-24 07:46:26 AM
287,Calvin Ridley,WR,TEN,@NYG,4000.0,3.93,0.9825,Y,100.0,2026-09-24 07:46:26 AM
288,Dyami Brown,WR,WAS,SEA,3200.0,3.69,1.153125,Y,100.0,2026-09-24 07:46:26 AM
289,Olamide Zaccheaus,WR,ATL,@GB,,3.44,,N,100.0,2026-09-24 07:46:26 AM
290,Troy Franklin,WR,DEN,LA,,3.41,,N,100.0,2026-09-24 07:46:26 AM
291,Theo Johnson,TE,NYG,TEN,2700.0,3.3800000000000003,1.251851851851852,Y,100.0,2026-09-24 07:46:26 AM
292,Jalen McMillan,WR,TB,MIN,4100.0,3.77,0.9195121951219511,Y,100.0,2026-09-24 07:46:26 AM
293,AJ Dillon,RB,CAR,@CLE,4000.0,3.34,0.835,Y,100.0,2026-09-24 07:46:26 AM
294,Noah Gray,TE,KC,@MIA,3000.0,3.28,1.0933333333333333,Y,100.0,2026-09-24 07:46:26 AM
295,Jeremy Ruckert,TE,NYJ,@DET,2500.0,3.79,1.516,Y,100.0,2026-09-24 07:46:26 AM
296,Mike Washington Jr.,RB,LV,@NO,4100.0,3.12,0.7609756097560977,Y,100.0,2026-09-24 07:46:26 AM
297,Noah Fant,TE,NO,LV,3200.0,3.36,1.0499999999999998,Y,100.0,2026-09-24 07:46:26 AM
298,Kyle Williams,WR,NE,@JAX,3400.0,3.0200000000000005,0.8882352941176472,Y,100.0,2026-09-24 07:46:26 AM
299,Emari Demercado,RB,DAL,BAL,4200.0,2.74,0.6523809523809523,Y,100.0,2026-09-24 07:46:26 AM
300,Josh Oliver,TE,MIN,@TB,2500.0,2.83,1.132,Y,100.0,2026-09-24 07:46:26 AM
301,Dohnte Meyers,WR,CIN,@PIT,3000.0,2.5,0.8333333333333331,Y,100.0,2026-09-24 07:46:26 AM
302,Adam Trautman,TE,DEN,LA,,2.61,,N,100.0,2026-09-24 07:46:26 AM
303,Jonnu Smith,TE,GB,ATL,,2.46,,N,100.0,2026-09-24 07:46:26 AM
304,Foster Moreau,TE,HOU,@IND,2500.0,2.58,1.032,Y,100.0,2026-09-24 07:46:26 AM
305,Ben Sinnott,TE,WAS,SEA,2600.0,2.82,1.0846153846153843,Y,100.0,2026-09-24 07:46:26 AM
306,Joshua Palmer,WR,BUF,LAC,3500.0,2.84,0.8114285714285714,Y,100.0,2026-09-24 07:46:26 AM
307,DeeJay Dallas,RB,MIN,@TB,4200.0,2.6,0.619047619047619,Y,100.0,2026-09-24 07:46:26 AM
308,Will Shipley,RB,PHI,@CHI,,2.75,,N,100.0,2026-09-24 07:46:26 AM
309,Jacob Cowing,WR,SF,ARI,3300.0,2.4800000000000004,0.7515151515151517,Y,100.0,2026-09-24 07:46:26 AM
310,Elijah Arroyo,TE,SEA,@WAS,2500.0,2.66,1.064,Y,100.0,2026-09-24 07:46:26 AM
311,Drew Sample,TE,CIN,@PIT,2600.0,2.56,0.9846153846153846,Y,100.0,2026-09-24 07:46:26 AM
312,Jonah Coleman,RB,DEN,LA,,2.58,,N,100.0,2026-09-24 07:46:26 AM
313,Hayden Rucci,TE,LAC,@BUF,2500.0,1.71,0.6839999999999999,Y,100.0,2026-09-24 07:46:26 AM
314,Kyle Juszczyk,RB,SF,ARI,4000.0,2.37,0.5925,Y,100.0,2026-09-24 07:46:26 AM
315,Raheim Sanders,RB,CLE,CAR,4500.0,2.66,0.591111111111111,Y,100.0,2026-09-24 07:46:26 AM
316,Bo Melton,WR,GB,ATL,,2.03,,N,100.0,2026-09-24 07:46:26 AM
317,Durham Smythe,TE,BAL,DAL,2500.0,2.2,0.8800000000000001,Y,100.0,2026-09-24 07:46:26 AM
318,Blake Whiteheart,TE,CLE,CAR,2500.0,2.1100000000000003,0.8440000000000001,Y,100.0,2026-09-24 07:46:26 AM
319,Seth McGowan,RB,IND,HOU,4100.0,1.99,0.4853658536585366,Y,100.0,2026-09-24 07:46:26 AM
320,Mitchell Evans,TE,CAR,@CLE,2500.0,2.22,0.8879999999999999,Y,100.0,2026-09-24 07:46:26 AM
321,Hunter Luepke,RB,DAL,BAL,4000.0,1.98,0.495,Y,100.0,2026-09-24 07:46:26 AM
322,Tutu Atwell,WR,LA,@DEN,,1.8,,N,100.0,2026-09-24 07:46:26 AM
323,KaVontae Turpin,WR,DAL,BAL,3000.0,1.91,0.6366666666666666,Y,100.0,2026-09-24 07:46:26 AM
324,Davis Allen,TE,LA,@DEN,,1.85,,N,100.0,2026-09-24 07:46:26 AM
325,CJ Donaldson,RB,NO,LV,4000.0,1.7899999999999998,0.4474999999999999,Y,100.0,2026-09-24 07:46:26 AM
326,Colson Yankoff,TE,WAS,SEA,2500.0,1.91,0.764,Y,100.0,2026-09-24 07:46:26 AM
327,Brenen Thompson,WR,LAC,@BUF,3000.0,1.87,0.6233333333333333,Y,100.0,2026-09-24 07:46:26 AM
328,Brock Wright,TE,DET,NYJ,2500.0,1.62,0.6479999999999999,Y,100.0,2026-09-24 07:46:26 AM
329,Nate Boerkircher,TE,JAX,NE,2500.0,1.68,0.6719999999999999,Y,100.0,2026-09-24 07:46:26 AM
330,Tyler Higbee,TE,LA,@DEN,,1.5,,N,100.0,2026-09-24 07:46:26 AM
331,Tank Bigsby,RB,PHI,@CHI,,2.22,,N,100.0,2026-09-24 07:46:26 AM
332,Jordan Watkins,WR,SF,ARI,3100.0,1.53,0.4935483870967742,Y,100.0,2026-09-24 07:46:26 AM
333,Matt Hibner,TE,BAL,DAL,2500.0,1.69,0.6759999999999999,Y,100.0,2026-09-24 07:46:26 AM
334,Ray Davis,RB,BUF,LAC,4400.0,1.58,0.359090909090909,Y,100.0,2026-09-24 07:46:26 AM
335,Colbie Young,WR,CIN,@PIT,3000.0,1.4,0.4666666666666666,Y,100.0,2026-09-24 07:46:26 AM
336,Erick All,TE,CIN,@PIT,,1.7,,N,100.0,2026-09-24 07:46:26 AM
337,Jaleel McLaughlin,RB,CLE,CAR,4000.0,1.67,0.4175,Y,100.0,2026-09-24 07:46:26 AM
338,LeQuint Allen,RB,JAX,NE,4000.0,1.61,0.4024999999999999,Y,100.0,2026-09-24 07:46:26 AM
339,Khadarel Hodge,WR,SF,ARI,3000.0,2.24,0.7466666666666667,Y,100.0,2026-09-24 07:46:26 AM
340,Zachariah Branch,WR,ATL,@GB,,1.63,,N,100.0,2026-09-24 07:46:26 AM
341,Luke Schoonmaker,TE,DAL,BAL,2500.0,1.7200000000000002,0.6880000000000001,Y,100.0,2026-09-24 07:46:26 AM
342,Brevyn Spann-Ford,TE,DAL,BAL,2500.0,1.63,0.6519999999999999,Y,100.0,2026-09-24 07:46:26 AM
343,Darius Slayton,WR,IND,HOU,,2.2,,N,100.0,2026-09-24 07:46:26 AM
344,Travis Hunter,WR,JAX,NE,3100.0,1.39,0.4483870967741936,Y,100.0,2026-09-24 07:46:26 AM
345,Grant Calcaterra,TE,PHI,@CHI,,1.62,,N,100.0,2026-09-24 07:46:26 AM
346,Luke Farrell,TE,SF,ARI,2500.0,2.2300000000000004,0.8920000000000001,Y,100.0,2026-09-24 07:46:26 AM
347,Tory Horton,WR,SEA,@WAS,3000.0,1.42,0.4733333333333333,Y,100.0,2026-09-24 07:46:26 AM
348,Tez Johnson,WR,TB,MIN,3000.0,1.63,0.5433333333333333,Y,100.0,2026-09-24 07:46:26 AM
349,John Bates,TE,WAS,SEA,2500.0,1.5100000000000002,0.6040000000000001,Y,100.0,2026-09-24 07:46:26 AM
350,Jalen Royals,WR,KC,@MIA,3000.0,1.2599999999999998,0.4199999999999999,Y,100.0,2026-09-24 07:46:26 AM
351,Ollie Gordon,RB,MIA,KC,4000.0,1.44,0.36,Y,100.0,2026-09-24 07:46:26 AM
352,Will Kacmarek,TE,MIA,KC,2500.0,1.7399999999999998,0.696,Y,100.0,2026-09-24 07:46:26 AM
353,Charlie Woerner,TE,ATL,@GB,,1.37,,N,100.0,2026-09-24 07:46:26 AM
354,Jackson Hawes,TE,BUF,LAC,2500.0,1.2799999999999998,0.5119999999999999,Y,100.0,2026-09-24 07:46:26 AM
355,Nate Adkins,TE,DEN,LA,,1.43,,N,100.0,2026-09-24 07:46:26 AM
356,Cade Stover,TE,HOU,@IND,2500.0,0.98,0.392,Y,100.0,2026-09-24 07:46:26 AM
357,Marlin Klein,TE,HOU,@IND,2500.0,1.0699999999999998,0.4279999999999999,Y,100.0,2026-09-24 07:46:26 AM
358,Daniel Bellinger,TE,TEN,@NYG,2500.0,1.5199999999999998,0.6079999999999999,Y,100.0,2026-09-24 07:46:26 AM
359,Austin Hooper,TE,ATL,@GB,,1.48,,N,100.0,2026-09-24 07:46:26 AM
360,Sam Roush,TE,CHI,PHI,,1.2400000000000002,,N,100.0,2026-09-24 07:46:26 AM
361,Lewis Bond,WR,HOU,@IND,3000.0,1.2400000000000002,0.4133333333333334,Y,100.0,2026-09-24 07:46:26 AM
362,Josh Cameron,WR,JAX,NE,3000.0,1.21,0.4033333333333333,Y,100.0,2026-09-24 07:46:26 AM
363,Quintin Morris,TE,JAX,NE,2500.0,1.21,0.484,Y,100.0,2026-09-24 07:46:26 AM
364,Cyrus Allen,WR,KC,@MIA,3600.0,1.09,0.3027777777777777,Y,100.0,2026-09-24 07:46:26 AM
365,Connor Heyward,TE,LV,@NO,4000.0,1.36,0.3399999999999999,Y,100.0,2026-09-24 07:46:26 AM
366,Ke'Shawn Williams,WR,CIN,@PIT,3000.0,0.84,0.2799999999999999,Y,100.0,2026-09-24 07:46:26 AM
367,Jonathan Mingo,WR,DAL,BAL,3000.0,1.17,0.3899999999999999,Y,100.0,2026-09-24 07:46:26 AM
368,J Michael Sturdivant,WR,GB,ATL,,1.65,,N,100.0,2026-09-24 07:46:26 AM
369,Mo Alie-Cox,TE,IND,HOU,2500.0,1.14,0.456,Y,100.0,2026-09-24 07:46:26 AM
370,Drew Ogletree,TE,IND,HOU,2500.0,1.25,0.5,Y,100.0,2026-09-24 07:46:26 AM
371,Jalen Tolbert,WR,MIA,KC,3000.0,1.62,0.54,Y,100.0,2026-09-24 07:46:26 AM
372,Ryan Miller,WR,MIA,KC,3200.0,1.29,0.403125,Y,100.0,2026-09-24 07:46:26 AM
373,Efton Chism,WR,NE,@JAX,3000.0,0.96,0.32,Y,100.0,2026-09-24 07:46:26 AM
374,Cameron Latu,TE,NE,@JAX,2500.0,0.99,0.396,Y,100.0,2026-09-24 07:46:26 AM
375,Ben Skowronek,WR,PIT,CIN,3000.0,0.96,0.32,Y,100.0,2026-09-24 07:46:26 AM
376,Treylon Burks,WR,WAS,SEA,3000.0,1.11,0.3699999999999999,Y,100.0,2026-09-24 07:46:26 AM
377,Jahdae Walker,WR,CHI,PHI,,1.13,,N,100.0,2026-09-24 07:46:26 AM
378,Marquez Valdes-Scantling,WR,LAC,@BUF,3000.0,1.02,0.34,Y,100.0,2026-09-24 07:46:26 AM
379,Derius Davis,WR,LAC,@BUF,3000.0,1.04,0.3466666666666667,Y,100.0,2026-09-24 07:46:26 AM
380,Demond Claiborne,RB,MIN,@TB,4400.0,1.16,0.2636363636363636,Y,100.0,2026-09-24 07:46:26 AM
381,Kevin Austin,WR,NO,LV,3000.0,0.92,0.3066666666666667,Y,100.0,2026-09-24 07:46:26 AM
382,Odell Beckham,WR,NYG,TEN,,1.6,,N,100.0,2026-09-24 07:46:26 AM
383,Darius Cooper,WR,PHI,@CHI,,1.37,,N,100.0,2026-09-24 07:46:26 AM
384,EJ Jenkins,TE,PHI,@CHI,,0.7,,N,100.0,2026-09-24 07:46:26 AM
385,Eric Saubert,TE,SEA,@WAS,2500.0,0.98,0.392,Y,100.0,2026-09-24 07:46:26 AM
386,Chimere Dike,WR,TEN,@NYG,3000.0,0.8,0.2666666666666666,Y,100.0,2026-09-24 07:46:26 AM
387,Elijah Higgins,TE,ARI,@SF,2500.0,1.09,0.436,Y,100.0,2026-09-24 07:46:26 AM
388,Hunter Long,TE,ARI,@SF,2500.0,0.94,0.376,Y,100.0,2026-09-24 07:46:26 AM
389,Anthony Tyus,RB,CAR,@CLE,,1.1399999999999997,,N,100.0,2026-09-24 07:46:26 AM
390,Isaiah Bond,WR,CLE,CAR,3000.0,0.82,0.2733333333333333,Y,100.0,2026-09-24 07:46:26 AM
391,Tylan Wallace,WR,CLE,CAR,3000.0,0.88,0.2933333333333333,Y,100.0,2026-09-24 07:46:26 AM
392,Ameer Abdullah,RB,JAX,NE,4000.0,1.2400000000000002,0.31,Y,100.0,2026-09-24 07:46:26 AM
393,Jaylen Wright,RB,MIA,KC,4000.0,1.21,0.3025,Y,100.0,2026-09-24 07:46:26 AM
394,DJ Herman,RB,MIA,KC,4000.0,1.1800000000000002,0.295,Y,100.0,2026-09-24 07:46:26 AM
395,Oscar Delp,TE,NO,LV,2500.0,0.97,0.388,Y,100.0,2026-09-24 07:46:26 AM
396,Braxton Berrios,WR,NYG,TEN,3000.0,0.85,0.2833333333333333,Y,100.0,2026-09-24 07:46:26 AM
397,Jelani Woods,TE,NYJ,@DET,2500.0,0.94,0.376,Y,100.0,2026-09-24 07:46:26 AM
398,Brycen Tremayne,WR,CAR,@CLE,3000.0,0.87,0.29,Y,100.0,2026-09-24 07:46:26 AM
399,John Metchie,WR,CAR,@CLE,3000.0,0.87,0.29,Y,100.0,2026-09-24 07:46:26 AM
400,Deion Burks,WR,IND,HOU,3300.0,0.78,0.2363636363636364,Y,100.0,2026-09-24 07:46:26 AM
401,Reggie Gilliam,TE,NE,@JAX,4000.0,0.84,0.21,Y,100.0,2026-09-24 07:46:26 AM
402,Patrick Ricard,RB,NYG,TEN,4000.0,0.72,0.18,Y,100.0,2026-09-24 07:46:26 AM
403,Brady Russell,RB,SEA,@WAS,4000.0,0.75,0.1875,Y,100.0,2026-09-24 07:46:26 AM
404,Kaytron Allen,RB,WAS,SEA,4300.0,1.38,0.3209302325581395,Y,100.0,2026-09-24 07:46:26 AM
405,Jaylin Lane,WR,WAS,SEA,3000.0,0.72,0.24,Y,100.0,2026-09-24 07:46:26 AM
406,Malik Benson,WR,LV,@NO,3000.0,0.98,0.3266666666666666,Y,100.0,2026-09-24 07:46:26 AM
407,Kimani Vidal,RB,LAC,@BUF,4000.0,0.8600000000000001,0.215,Y,100.0,2026-09-24 07:46:26 AM
408,Nicholas Singleton,RB,TEN,@NYG,,1.19,,N,100.0,2026-09-24 07:46:26 AM
409,Adam Prentice,RB,DEN,LA,,0.5499999999999999,,N,100.0,2026-09-24 07:46:26 AM
410,Dylan Laube,RB,LV,@NO,4000.0,0.88,0.22,Y,100.0,2026-09-24 07:46:26 AM
411,CJ Daniels,WR,LA,@DEN,,0.49,,N,100.0,2026-09-24 07:46:26 AM
412,Barion Brown,WR,NO,LV,3000.0,0.6399999999999999,0.2133333333333333,Y,100.0,2026-09-24 07:46:26 AM
413,Sean Tucker,RB,TB,MIN,4000.0,0.61,0.1525,Y,100.0,2026-09-24 07:46:26 AM
414,Chris Blair,WR,ATL,@GB,,0.6599999999999999,,N,100.0,2026-09-24 07:46:26 AM
415,Jake Briningstool,TE,KC,@MIA,2500.0,0.6599999999999999,0.2639999999999999,Y,100.0,2026-09-24 07:46:26 AM
416,Cody White,WR,LV,@NO,3200.0,0.99,0.3093749999999999,Y,100.0,2026-09-24 07:46:26 AM
417,Dareke Young,WR,LV,@NO,3000.0,0.6000000000000001,0.2,Y,100.0,2026-09-24 07:46:26 AM
418,Marquise Brown,WR,PHI,@CHI,,0.69,,N,100.0,2026-09-24 07:46:26 AM
419,Jordan James,RB,SF,ARI,4000.0,0.8999999999999999,0.2249999999999999,Y,100.0,2026-09-24 07:46:26 AM
420,Josh Cuevas,TE,BAL,DAL,2500.0,0.53,0.212,Y,100.0,2026-09-24 07:46:26 AM
421,Zavion Thomas,WR,CHI,PHI,,0.35,,N,100.0,2026-09-24 07:46:26 AM
422,Tahj Brooks,RB,CIN,@PIT,4000.0,0.35,0.0875,Y,100.0,2026-09-24 07:46:26 AM
423,Mark Redman,TE,GB,ATL,,0.53,,N,100.0,2026-09-24 07:46:26 AM
424,Ian Thomas,TE,LV,@NO,2500.0,0.6200000000000001,0.248,Y,100.0,2026-09-24 07:46:26 AM
425,Corey Kiner,RB,NE,@JAX,4000.0,0.47,0.1175,Y,100.0,2026-09-24 07:46:26 AM
426,Andrew Beck,TE,NYJ,@DET,4000.0,0.47,0.1175,Y,100.0,2026-09-24 07:46:26 AM
427,Brayden Willis,TE,SF,ARI,2500.0,0.41,0.1639999999999999,Y,100.0,2026-09-24 07:46:26 AM
428,Bam Knight,RB,ARI,@SF,4000.0,0.43,0.1075,Y,100.0,2026-09-24 07:46:26 AM
429,Rasheen Ali,RB,BAL,DAL,4000.0,0.3399999999999999,0.0849999999999999,Y,100.0,2026-09-24 07:46:26 AM
430,Roschon Johnson,RB,CHI,PHI,,0.37,,N,100.0,2026-09-24 07:46:26 AM
431,Lil'Jordan Humphrey,WR,DEN,LA,,0.4599999999999999,,N,100.0,2026-09-24 07:46:26 AM
432,Ronnie Rivers,RB,LA,@DEN,,0.4,,N,100.0,2026-09-24 07:46:26 AM
433,Tyrone Tracy,RB,NYG,TEN,4100.0,0.3399999999999999,0.0829268292682926,Y,100.0,2026-09-24 07:46:26 AM
434,Chris Manhertz,TE,NYG,TEN,2500.0,0.43,0.172,Y,100.0,2026-09-24 07:46:26 AM
435,Simi Fehoko,WR,ARI,@SF,3000.0,0.24,0.08,Y,100.0,2026-09-24 07:46:26 AM
436,Devin Duvernay,WR,ARI,@SF,3000.0,0.21,0.0699999999999999,Y,100.0,2026-09-24 07:46:26 AM
437,Greg Dortch,WR,BUF,LAC,3000.0,0.21,0.0699999999999999,Y,100.0,2026-09-24 07:46:26 AM
438,Keleki Latu,TE,BUF,LAC,2500.0,0.3,0.12,Y,100.0,2026-09-24 07:46:26 AM
439,Jack Endries,TE,CIN,@PIT,2500.0,0.21,0.0839999999999999,Y,100.0,2026-09-24 07:46:26 AM
440,Tay Martin,WR,DET,NYJ,3000.0,0.24,0.08,Y,100.0,2026-09-24 07:46:26 AM
441,Tom Kennedy,WR,DET,NYJ,3000.0,0.18,0.06,Y,100.0,2026-09-24 07:46:26 AM
442,Jackson Meeks,TE,DET,NYJ,2500.0,0.21,0.0839999999999999,Y,100.0,2026-09-24 07:46:26 AM
443,Tyler Conklin,TE,DET,NYJ,2500.0,0.3299999999999999,0.1319999999999999,Y,100.0,2026-09-24 07:46:26 AM
444,Ashton Dulin,WR,IND,HOU,3200.0,0.21,0.0656249999999999,Y,100.0,2026-09-24 07:46:26 AM
445,Ben VanSumeren,RB,KC,@MIA,4000.0,0.24,0.06,Y,100.0,2026-09-24 07:46:26 AM
446,Nikko Remigio,WR,KC,@MIA,3000.0,0.21,0.0699999999999999,Y,100.0,2026-09-24 07:46:26 AM
447,Tai Felton,WR,MIN,@TB,3000.0,0.21,0.0699999999999999,Y,100.0,2026-09-24 07:46:26 AM
448,Myles Price,WR,MIN,@TB,3000.0,0.27,0.09,Y,100.0,2026-09-24 07:46:26 AM
449,Treyton Welch,TE,NO,LV,2500.0,0.24,0.096,Y,100.0,2026-09-24 07:46:26 AM
450,Arian Smith,WR,NYJ,@DET,3000.0,0.21,0.0699999999999999,Y,100.0,2026-09-24 07:46:26 AM
451,Britain Covey,WR,PHI,@CHI,,0.18,,N,100.0,2026-09-24 07:46:26 AM
452,Riley Nowakowski,RB,PIT,CIN,4000.0,0.24,0.06,Y,100.0,2026-09-24 07:46:26 AM
453,Robert Tonyan,TE,PIT,CIN,2500.0,0.24,0.096,Y,100.0,2026-09-24 07:46:26 AM
454,Nick Muse,TE,ATL,@GB,,0.14,,N,100.0,2026-09-24 07:46:26 AM
455,Feleipe Franks,TE,CAR,@CLE,2500.0,0.14,0.056,Y,100.0,2026-09-24 07:46:26 AM
456,Michael Burton,RB,CLE,CAR,4000.0,0.2,0.05,Y,100.0,2026-09-24 07:46:26 AM
457,Carsen Ryan,TE,CLE,CAR,2500.0,0.2,0.08,Y,100.0,2026-09-24 07:46:26 AM
458,Jacob Saylors,RB,DET,NYJ,4000.0,0.1699999999999999,0.0424999999999999,Y,100.0,2026-09-24 07:46:26 AM
459,Josh Whyle,TE,GB,ATL,,0.26,,N,100.0,2026-09-24 07:46:26 AM
460,Brashard Smith,RB,KC,@MIA,4000.0,0.14,0.035,Y,100.0,2026-09-24 07:46:26 AM
461,Seydou Traore,TE,MIA,KC,2500.0,0.2299999999999999,0.092,Y,100.0,2026-09-24 07:46:26 AM
462,Max Bredeson,RB,MIN,@TB,4000.0,0.1699999999999999,0.0424999999999999,Y,100.0,2026-09-24 07:46:26 AM
463,Gavin Bartholomew,TE,MIN,@TB,2500.0,0.14,0.056,Y,100.0,2026-09-24 07:46:26 AM
464,Isaiah Davis,RB,NYJ,@DET,4000.0,0.1699999999999999,0.0424999999999999,Y,100.0,2026-09-24 07:46:26 AM
